"Cond1","Cond2","jaccard_distance","Shared","NotShared_cond1","NotShared_cond2","Total_Genes_Cond1","Total_Genes_Cond2","Genes_Names","Percentage_Shared_Cond1","Percentage_Shared_Cond2","pvalue","-log(p)"
"myeloid cell enriched receptors and transporters","T cell activation (II)",0,0,31,31,31,31,"",0,0,4.29711680865974e-18,17.3668228407152
"myeloid cell enriched receptors and transporters","T cell activation (III)",0,0,31,14,31,14,"",0,0,5.99264097839035e-12,11.2223817402869
"myeloid cell enriched receptors and transporters","T cell activation (III)",0,0,31,14,31,14,"",0,0,5.99264097839035e-12,11.2223817402869
"myeloid cell enriched receptors and transporters","B cell development",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","B cell development",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","enriched in monocytes (II)",0.1,20,11,169,31,189,"CD1D, SLC7A7, CCR1, MYOF, SULF2, CD86, IGSF6, MPEG1, MTMR11, ASGR1, SLC15A3, KCTD12, CHST15, SECTM1, CLEC4A, CD14, TLR5, TLR8, SIGLEC7, LILRA1",64.52,10.58,2.18345750918984e-10,9.66085525517563
"myeloid cell enriched receptors and transporters","enriched in monocytes (II)",0.1,20,11,169,31,189,"CD1D, SLC7A7, CCR1, MYOF, SULF2, CD86, IGSF6, MPEG1, MTMR11, ASGR1, SLC15A3, KCTD12, CHST15, SECTM1, CLEC4A, CD14, TLR5, TLR8, SIGLEC7, LILRA1",64.52,10.58,2.18345750918984e-10,9.66085525517563
"myeloid cell enriched receptors and transporters","CD28 costimulation",0.025,1,30,9,31,10,"CHST15",3.23,10,3.65712440015845e-08,7.43686026651909
"myeloid cell enriched receptors and transporters","CD28 costimulation",0.025,1,30,9,31,10,"CHST15",3.23,10,3.65712440015845e-08,7.43686026651909
"myeloid cell enriched receptors and transporters","innate activation by cytosolic DNA sensing",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","innate activation by cytosolic DNA sensing",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","T cell differentiation",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","T cell differentiation",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","TLR and inflammatory signaling",0.027,2,29,43,31,45,"TLR5, TLR8",6.45,4.44,1.4868021263449e-18,17.8277468264711
"myeloid cell enriched receptors and transporters","TLR and inflammatory signaling",0.027,2,29,43,31,45,"TLR5, TLR8",6.45,4.44,1.4868021263449e-18,17.8277468264711
"myeloid cell enriched receptors and transporters","T cell differentiation via ITK and PKC",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","T cell differentiation via ITK and PKC",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","T cell differentiation (Th2)",0,0,31,17,31,17,"",0,0,2.35603368715627e-13,12.6278185041899
"myeloid cell enriched receptors and transporters","T cell differentiation (Th2)",0,0,31,17,31,17,"",0,0,2.35603368715627e-13,12.6278185041899
"myeloid cell enriched receptors and transporters","RA, WNT, CSF receptors network (monocyte)",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","RA, WNT, CSF receptors network (monocyte)",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","cell activation (IL15, IL23, TNF)",0,0,31,15,31,15,"",0,0,1.95412205817077e-12,11.7090483129128
"myeloid cell enriched receptors and transporters","cell activation (IL15, IL23, TNF)",0,0,31,15,31,15,"",0,0,1.95412205817077e-12,11.7090483129128
"myeloid cell enriched receptors and transporters","TLR8-BAFF network",0.051,2,29,8,31,10,"ASGR1, TLR8",6.45,20,7.3142488003169e-07,6.1358302708551
"myeloid cell enriched receptors and transporters","TLR8-BAFF network",0.051,2,29,8,31,10,"ASGR1, TLR8",6.45,20,7.3142488003169e-07,6.1358302708551
"myeloid cell enriched receptors and transporters","chemokine cluster (I)",0,0,31,26,31,26,"",0,0,8.18271079067007e-17,16.0871027982356
"myeloid cell enriched receptors and transporters","chemokine cluster (I)",0,0,31,26,31,26,"",0,0,8.18271079067007e-17,16.0871027982356
"myeloid cell enriched receptors and transporters","chemokine cluster (II)",0.022,1,30,14,31,15,"CCR1",3.23,6.67,8.98896146758554e-11,10.0462904812312
"myeloid cell enriched receptors and transporters","chemokine cluster (II)",0.022,1,30,14,31,15,"CCR1",3.23,6.67,8.98896146758554e-11,10.0462904812312
"myeloid cell enriched receptors and transporters","antigen presentation (lipids and proteins)",0.024,1,30,10,31,11,"CD1D",3.23,9.09,9.81179717115686e-09,8.00825143808059
"myeloid cell enriched receptors and transporters","antigen presentation (lipids and proteins)",0.024,1,30,10,31,11,"CD1D",3.23,9.09,9.81179717115686e-09,8.00825143808059
"myeloid cell enriched receptors and transporters","proinflammatory cytokines and chemokines",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","proinflammatory cytokines and chemokines",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","CORO1A-DEF6 network (I)",0,0,31,20,31,20,"",0,0,1.28973752862334e-14,13.8894986629323
"myeloid cell enriched receptors and transporters","CORO1A-DEF6 network (I)",0,0,31,20,31,20,"",0,0,1.28973752862334e-14,13.8894986629323
"myeloid cell enriched receptors and transporters","CORO1A-DEF6 network (II)",0,0,31,15,31,15,"",0,0,1.95412205817077e-12,11.7090483129128
"myeloid cell enriched receptors and transporters","CORO1A-DEF6 network (II)",0,0,31,15,31,15,"",0,0,1.95412205817077e-12,11.7090483129128
"myeloid cell enriched receptors and transporters","inflammatory response",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","inflammatory response",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","signaling in T cells (I)",0,0,31,14,31,14,"",0,0,5.99264097839035e-12,11.2223817402869
"myeloid cell enriched receptors and transporters","signaling in T cells (I)",0,0,31,14,31,14,"",0,0,5.99264097839035e-12,11.2223817402869
"myeloid cell enriched receptors and transporters","signaling in T cells (II)",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","signaling in T cells (II)",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","T cell surface, activation",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","T cell surface, activation",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","immune activation - generic cluster",0.019,7,24,340,31,347,"AMICA1, GPBAR1, SULF2, SLC8A1, RNASE6, SLC24A4, TLR5",22.58,2.02,7.54658751614021e-32,31.1222493871704
"myeloid cell enriched receptors and transporters","immune activation - generic cluster",0.019,7,24,340,31,347,"AMICA1, GPBAR1, SULF2, SLC8A1, RNASE6, SLC24A4, TLR5",22.58,2.02,7.54658751614021e-32,31.1222493871704
"myeloid cell enriched receptors and transporters","enriched in neutrophils (I)",0,0,31,52,31,52,"",0,0,1.68099133514591e-23,22.7744345251733
"myeloid cell enriched receptors and transporters","enriched in neutrophils (I)",0,0,31,52,31,52,"",0,0,1.68099133514591e-23,22.7744345251733
"myeloid cell enriched receptors and transporters","chemokines and receptors",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","chemokines and receptors",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","complement and other receptors in DCs",0.048,2,29,11,31,13,"CD86, TLR8",6.45,15.38,1.82219090321485e-08,7.73940612578801
"myeloid cell enriched receptors and transporters","complement and other receptors in DCs",0.048,2,29,11,31,13,"CD86, TLR8",6.45,15.38,1.82219090321485e-08,7.73940612578801
"myeloid cell enriched receptors and transporters","myeloid, dendritic cell activation via NFkB (I)",0,0,31,15,31,15,"",0,0,1.95412205817077e-12,11.7090483129128
"myeloid cell enriched receptors and transporters","myeloid, dendritic cell activation via NFkB (I)",0,0,31,15,31,15,"",0,0,1.95412205817077e-12,11.7090483129128
"myeloid cell enriched receptors and transporters","myeloid, dendritic cell activation via NFkB (II)",0,0,31,14,31,14,"",0,0,5.99264097839035e-12,11.2223817402869
"myeloid cell enriched receptors and transporters","myeloid, dendritic cell activation via NFkB (II)",0,0,31,14,31,14,"",0,0,5.99264097839035e-12,11.2223817402869
"myeloid cell enriched receptors and transporters","T cell signaling and costimulation",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","T cell signaling and costimulation",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","enriched in B cells (I)",0,0,31,53,31,53,"",0,0,1.06062548527063e-23,22.9744379416344
"myeloid cell enriched receptors and transporters","enriched in B cells (I)",0,0,31,53,31,53,"",0,0,1.06062548527063e-23,22.9744379416344
"myeloid cell enriched receptors and transporters","enriched in B cells (II)",0,0,31,43,31,43,"",0,0,1.50182032964132e-21,20.8233820210687
"myeloid cell enriched receptors and transporters","enriched in B cells (II)",0,0,31,43,31,43,"",0,0,1.50182032964132e-21,20.8233820210687
"myeloid cell enriched receptors and transporters","enriched in B cells (III)",0,0,31,37,31,37,"",0,0,4.56352818370866e-20,19.3406992629839
"myeloid cell enriched receptors and transporters","enriched in B cells (III)",0,0,31,37,31,37,"",0,0,4.56352818370866e-20,19.3406992629839
"myeloid cell enriched receptors and transporters","enriched in B cells (IV)",0,0,31,16,31,16,"",0,0,6.65233041079409e-13,12.1770261881926
"myeloid cell enriched receptors and transporters","enriched in B cells (IV)",0,0,31,16,31,16,"",0,0,6.65233041079409e-13,12.1770261881926
"myeloid cell enriched receptors and transporters","enriched in B cells (V)",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","enriched in B cells (V)",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","CD1 and other DC receptors",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","CD1 and other DC receptors",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","T cell activation (IV)",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","T cell activation (IV)",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","inflammasome receptors and signaling",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","inflammasome receptors and signaling",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","BCR signaling",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","BCR signaling",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","immuregulation - monocytes, T and B cells",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","immuregulation - monocytes, T and B cells",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","B cell development/activation",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","B cell development/activation",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","CCR1, 7 and cell signaling",0.025,1,30,9,31,10,"CCR1",3.23,10,3.65712440015845e-08,7.43686026651909
"myeloid cell enriched receptors and transporters","CCR1, 7 and cell signaling",0.025,1,30,9,31,10,"CCR1",3.23,10,3.65712440015845e-08,7.43686026651909
"myeloid cell enriched receptors and transporters","lymphocyte generic cluster",0,0,31,17,31,17,"",0,0,2.35603368715627e-13,12.6278185041899
"myeloid cell enriched receptors and transporters","lymphocyte generic cluster",0,0,31,17,31,17,"",0,0,2.35603368715627e-13,12.6278185041899
"myeloid cell enriched receptors and transporters","enriched in NK cells (II)",0,0,31,24,31,24,"",0,0,4.01834043751055e-16,15.3959532721997
"myeloid cell enriched receptors and transporters","enriched in NK cells (II)",0,0,31,24,31,24,"",0,0,4.01834043751055e-16,15.3959532721997
"myeloid cell enriched receptors and transporters","enriched in NK cells (KIR cluster)",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","enriched in NK cells (KIR cluster)",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","enriched in NK cells (receptor activation)",0,0,31,16,31,16,"",0,0,6.65233041079409e-13,12.1770261881926
"myeloid cell enriched receptors and transporters","enriched in NK cells (receptor activation)",0,0,31,16,31,16,"",0,0,6.65233041079409e-13,12.1770261881926
"myeloid cell enriched receptors and transporters","T & B cell development, activation",0,0,31,44,31,44,"",0,0,8.81067926722915e-22,21.0549906079742
"myeloid cell enriched receptors and transporters","T & B cell development, activation",0,0,31,44,31,44,"",0,0,8.81067926722915e-22,21.0549906079742
"myeloid cell enriched receptors and transporters","enriched in activated dendritic cells/monocytes",0.021,1,30,16,31,17,"SLC15A3",3.23,5.88,1.130896169835e-11,10.9465772668143
"myeloid cell enriched receptors and transporters","enriched in activated dendritic cells/monocytes",0.021,1,30,16,31,17,"SLC15A3",3.23,5.88,1.130896169835e-11,10.9465772668143
"myeloid cell enriched receptors and transporters","IL2, IL7, TCR network",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","IL2, IL7, TCR network",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","activated dendritic cells",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","activated dendritic cells",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","RIG-1 like receptor signaling",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","RIG-1 like receptor signaling",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","enriched in B cells (VI)",0,0,31,20,31,20,"",0,0,1.28973752862334e-14,13.8894986629323
"myeloid cell enriched receptors and transporters","enriched in B cells (VI)",0,0,31,20,31,20,"",0,0,1.28973752862334e-14,13.8894986629323
"myeloid cell enriched receptors and transporters","enriched in antigen presentation (I)",0,0,31,18,31,18,"",0,0,8.65481762628825e-14,13.0627420791151
"myeloid cell enriched receptors and transporters","enriched in antigen presentation (I)",0,0,31,18,31,18,"",0,0,8.65481762628825e-14,13.0627420791151
"myeloid cell enriched receptors and transporters","enriched in monocytes (III)",0.024,1,30,11,31,12,"CCR1",3.23,8.33,2.80337062033053e-09,8.55231948243087
"myeloid cell enriched receptors and transporters","enriched in monocytes (III)",0.024,1,30,11,31,12,"CCR1",3.23,8.33,2.80337062033053e-09,8.55231948243087
"myeloid cell enriched receptors and transporters","antiviral IFN signature",0,0,31,22,31,22,"",0,0,2.1620418658345e-15,14.6651359006117
"myeloid cell enriched receptors and transporters","antiviral IFN signature",0,0,31,22,31,22,"",0,0,2.1620418658345e-15,14.6651359006117
"myeloid cell enriched receptors and transporters","myeloid cell cytokines, metallopeptidases and laminins",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","myeloid cell cytokines, metallopeptidases and laminins",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","enriched in myeloid cells and monocytes",0.031,2,29,33,31,35,"SLC8A1, CD14",6.45,5.71,3.3481701800807e-16,15.4751924758904
"myeloid cell enriched receptors and transporters","enriched in myeloid cells and monocytes",0.031,2,29,33,31,35,"SLC8A1, CD14",6.45,5.71,3.3481701800807e-16,15.4751924758904
"myeloid cell enriched receptors and transporters","enriched in naive and memory B cells",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","enriched in naive and memory B cells",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","chemokines and inflammatory molecules in myeloid cells",0,0,31,19,31,19,"",0,0,3.28883069798952e-14,13.4829584824983
"myeloid cell enriched receptors and transporters","chemokines and inflammatory molecules in myeloid cells",0,0,31,19,31,19,"",0,0,3.28883069798952e-14,13.4829584824983
"myeloid cell enriched receptors and transporters","proinflammatory dendritic cell, myeloid cell response",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","proinflammatory dendritic cell, myeloid cell response",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","enriched in antigen presentation (II)",0,0,31,24,31,24,"",0,0,4.01834043751055e-16,15.3959532721997
"myeloid cell enriched receptors and transporters","enriched in antigen presentation (II)",0,0,31,24,31,24,"",0,0,4.01834043751055e-16,15.3959532721997
"myeloid cell enriched receptors and transporters","enriched in antigen presentation (III)",0,0,31,15,31,15,"",0,0,1.95412205817077e-12,11.7090483129128
"myeloid cell enriched receptors and transporters","enriched in antigen presentation (III)",0,0,31,15,31,15,"",0,0,1.95412205817077e-12,11.7090483129128
"myeloid cell enriched receptors and transporters","viral sensing & immunity; IRF2 targets network (I)",0,0,31,17,31,17,"",0,0,2.35603368715627e-13,12.6278185041899
"myeloid cell enriched receptors and transporters","viral sensing & immunity; IRF2 targets network (I)",0,0,31,17,31,17,"",0,0,2.35603368715627e-13,12.6278185041899
"myeloid cell enriched receptors and transporters","viral sensing & immunity; IRF2 targets network (II)",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","viral sensing & immunity; IRF2 targets network (II)",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","complement activation (I)",0,0,31,17,31,17,"",0,0,2.35603368715627e-13,12.6278185041899
"myeloid cell enriched receptors and transporters","complement activation (I)",0,0,31,17,31,17,"",0,0,2.35603368715627e-13,12.6278185041899
"myeloid cell enriched receptors and transporters","complement activation (II)",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","complement activation (II)",0,0,31,10,31,10,"",0,0,8.91981561014258e-10,9.04964412323882
"myeloid cell enriched receptors and transporters","cytokines - recepters cluster",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","cytokines - recepters cluster",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","enriched in monocytes (IV)",0.035,3,28,54,31,57,"AMICA1, RNASE6, SLC24A4",9.68,5.26,1.97156551970236e-19,18.7051887857364
"myeloid cell enriched receptors and transporters","enriched in monocytes (IV)",0.035,3,28,54,31,57,"AMICA1, RNASE6, SLC24A4",9.68,5.26,1.97156551970236e-19,18.7051887857364
"myeloid cell enriched receptors and transporters","enriched in monocytes (surface)",0.021,1,30,16,31,17,"SLC24A4",3.23,5.88,1.130896169835e-11,10.9465772668143
"myeloid cell enriched receptors and transporters","enriched in monocytes (surface)",0.021,1,30,16,31,17,"SLC24A4",3.23,5.88,1.130896169835e-11,10.9465772668143
"myeloid cell enriched receptors and transporters","enriched in activated dendritic cells (I)",0.024,1,30,10,31,11,"CD86",3.23,9.09,9.81179717115686e-09,8.00825143808059
"myeloid cell enriched receptors and transporters","enriched in activated dendritic cells (I)",0.024,1,30,10,31,11,"CD86",3.23,9.09,9.81179717115686e-09,8.00825143808059
"myeloid cell enriched receptors and transporters","enriched in B cell differentiation",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","enriched in B cell differentiation",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","double positive thymocytes",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","double positive thymocytes",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","type I interferon response",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","type I interferon response",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","recruitment of neutrophils",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","recruitment of neutrophils",0,0,31,11,31,11,"",0,0,2.33614218360878e-10,9.63150072847849
"myeloid cell enriched receptors and transporters","MHC-TLR7-TLR8 cluster",0.021,1,30,16,31,17,"TLR8",3.23,5.88,1.130896169835e-11,10.9465772668143
"myeloid cell enriched receptors and transporters","MHC-TLR7-TLR8 cluster",0.021,1,30,16,31,17,"TLR8",3.23,5.88,1.130896169835e-11,10.9465772668143
"myeloid cell enriched receptors and transporters","innate antiviral response",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","innate antiviral response",0,0,31,12,31,12,"",0,0,6.51946655890819e-11,10.1857879380105
"myeloid cell enriched receptors and transporters","plasma cells & B cells, immunoglobulins",0,0,31,43,31,43,"",0,0,1.50182032964132e-21,20.8233820210687
"myeloid cell enriched receptors and transporters","plasma cells & B cells, immunoglobulins",0,0,31,43,31,43,"",0,0,1.50182032964132e-21,20.8233820210687
"myeloid cell enriched receptors and transporters","plasma cells, immunoglobulins",0,0,31,36,31,36,"",0,0,8.38702477005923e-20,19.0763920743446
"myeloid cell enriched receptors and transporters","plasma cells, immunoglobulins",0,0,31,36,31,36,"",0,0,8.38702477005923e-20,19.0763920743446
"myeloid cell enriched receptors and transporters","enriched in NK cells (III)",0,0,31,14,31,14,"",0,0,5.99264097839035e-12,11.2223817402869
"myeloid cell enriched receptors and transporters","enriched in NK cells (III)",0,0,31,14,31,14,"",0,0,5.99264097839035e-12,11.2223817402869
"myeloid cell enriched receptors and transporters","interferon alpha response (I)",0,0,31,16,31,16,"",0,0,6.65233041079409e-13,12.1770261881926
"myeloid cell enriched receptors and transporters","interferon alpha response (I)",0,0,31,16,31,16,"",0,0,6.65233041079409e-13,12.1770261881926
"myeloid cell enriched receptors and transporters","interferon alpha response (II)",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","interferon alpha response (II)",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","enriched in neutrophils (II)",0,0,31,14,31,14,"",0,0,5.99264097839035e-12,11.2223817402869
"myeloid cell enriched receptors and transporters","enriched in neutrophils (II)",0,0,31,14,31,14,"",0,0,5.99264097839035e-12,11.2223817402869
"myeloid cell enriched receptors and transporters","enriched in activated dendritic cells (II)",0,0,31,35,31,35,"",0,0,1.56091849887212e-19,18.8066197724111
"myeloid cell enriched receptors and transporters","enriched in activated dendritic cells (II)",0,0,31,35,31,35,"",0,0,1.56091849887212e-19,18.8066197724111
"myeloid cell enriched receptors and transporters","enriched in dendritic cells",0,0,31,19,31,19,"",0,0,3.28883069798952e-14,13.4829584824983
"myeloid cell enriched receptors and transporters","enriched in dendritic cells",0,0,31,19,31,19,"",0,0,3.28883069798952e-14,13.4829584824983
"myeloid cell enriched receptors and transporters","antigen processing and presentation",0.024,1,30,10,31,11,"CD1D",3.23,9.09,9.81179717115686e-09,8.00825143808059
"myeloid cell enriched receptors and transporters","antigen processing and presentation",0.024,1,30,10,31,11,"CD1D",3.23,9.09,9.81179717115686e-09,8.00825143808059
"myeloid cell enriched receptors and transporters","enriched in T cells (II)",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","enriched in T cells (II)",0,0,31,13,31,13,"",0,0,1.92620602876834e-11,10.7152972621898
"myeloid cell enriched receptors and transporters","T cell surface signature",0,0,31,27,31,27,"",0,0,3.80919295427739e-17,16.4191670276395
"myeloid cell enriched receptors and transporters","T cell surface signature",0,0,31,27,31,27,"",0,0,3.80919295427739e-17,16.4191670276395
"myeloid cell enriched receptors and transporters","NK cell surface signature",0,0,31,48,31,48,"",0,0,1.14101885577277e-22,21.9427071786402
"myeloid cell enriched receptors and transporters","NK cell surface signature",0,0,31,48,31,48,"",0,0,1.14101885577277e-22,21.9427071786402
"myeloid cell enriched receptors and transporters","B cell surface signature",0,0,31,169,31,169,"",0,0,4.4510882214431e-37,36.3515337978302
"myeloid cell enriched receptors and transporters","B cell surface signature",0,0,31,169,31,169,"",0,0,4.4510882214431e-37,36.3515337978302
"myeloid cell enriched receptors and transporters","Plasma cell surface signature",0,0,31,24,31,24,"",0,0,4.01834043751055e-16,15.3959532721997
"myeloid cell enriched receptors and transporters","Plasma cell surface signature",0,0,31,24,31,24,"",0,0,4.01834043751055e-16,15.3959532721997
