Cond1,Cond2,jaccard_distance,Shared,NotShared_cond1,NotShared_cond2,Total_Genes_Cond1,Total_Genes_Cond2,Genes_Names,Percentage_Shared_Cond1,Percentage_Shared_Cond2,pvalue,-log(p)
RVSV ZEBOV (D7),"BNT-I (D10, mild)",0.002,7,3,4441,10,4448,"CXCL10, HERC5, IFIT1, ISG15, LAMP3, RSAD2, USP18",70,0.16,8.17057245194084e-9,8.087747514580238
RVSV ZEBOV (D7),"BNT-I (D10, severe)",0.002,7,3,4628,10,4635,"CXCL10, HERC5, IFIT1, ISG15, LAMP3, RSAD2, USP18",70,0.15,7.2213971285214545e-9,8.141378771058069
RVSV ZEBOV (D7),"BNT-I (D26, mild)",0,1,9,2592,10,2593,CCL2,10,0.04,6.729962472979943e-25,24.171987357443655
RVSV ZEBOV (D7),"BNT-I (D26, severe)",0,0,10,593,10,593,,0,0,6.154198487085906e-22,21.210828500864636
RVSV ZEBOV (D7),BNT-I (D3),0,0,10,664,10,664,,0,0,2.0058441562854212e-22,21.697702812439474
RVSV ZEBOV (D7),BNT-I (D4),0,0,10,150,10,150,,0,0,4.39744284116203e-16,15.356799796879995
RVSV ZEBOV (D7),"BNT-I-BNT (D51, mild)",0,0,10,363,10,363,,0,0,7.861764763905446e-20,19.104479955080443
RVSV ZEBOV (D7),"BNT-I-BNT (D51, severe)",0,0,10,113,10,113,,0,0,6.6658565450715225e-15,14.176144036963251
RVSV ZEBOV (D7),"BNT-MO (V3, D1)",0.008,8,2,935,10,943,"CCL2, CXCL10, HERC5, IFIT1, ISG15, LAMP3, RSAD2, USP18",80,0.85,1.0088781275222072e-4,3.9961612933680017
RVSV ZEBOV (D7),"ChAd (V1, D3)",0.011,7,3,651,10,658,"CCL2, CXCL10, IFIT1, ISG15, LAMP3, RSAD2, USP18",70,1.06,2.5043884189566253e-6,5.601298313190252
RVSV ZEBOV (D7),"ChAd (V1, D6)",0,0,10,165,10,165,,0,0,1.7503931640587638e-16,15.756864391426047
RVSV ZEBOV (D7),"ChAd (V1, D7)",0.004,1,9,267,10,268,CXCL10,10,0.37,4.309967933480467e-16,15.365525961014278
RVSV ZEBOV (D7),"ChAd (V2, D1)",0.011,8,2,725,10,733,"CCL2, CXCL10, HERC5, IFIT1, ISG15, LAMP3, RSAD2, USP18",80,1.09,1.6682422287716148e-4,3.7777408895609415
RVSV ZEBOV (D7),"ChAd (V2, D3)",0,0,10,201,10,201,,0,0,2.5762182953465407e-17,16.589017339896195
RVSV ZEBOV (D7),"ChAd (V2, D7)",0,0,10,9,10,9,,0,0,1.0825088224469033e-5,4.965568555460146
RVSV ZEBOV (D7),"ChAd-BNT (V2, D3)",0.009,8,2,900,10,908,"CCL2, CXCL10, HERC5, IFIT1, ISG15, LAMP3, RSAD2, USP18",80,0.88,1.0880208900010903e-4,3.963362766103735
RVSV ZEBOV (D7),"ChAd-BNT (V2, D7)",0.005,4,6,772,10,776,"CCL2, CXCL10, IFIT1, RSAD2",40,0.52,6.740022216697762e-13,12.171338671925609
RVSV ZEBOV (D7),"ChAd-BNT (V3, D1)",0.008,8,2,1024,10,1032,"CCL2, CXCL10, HERC5, IFIT1, ISG15, LAMP3, RSAD2, USP18",80,0.78,8.426003771104816e-5,4.074378350838218
RVSV ZEBOV (D7),"I (D10, moderate)",0.002,7,3,3132,10,3139,"CXCL10, HERC5, IFIT1, ISG15, LAMP3, RSAD2, USP18",70,0.22,2.3234253916682587e-8,7.633871268744403
RVSV ZEBOV (D7),"I (D10, severe)",0,1,9,4095,10,4096,CCL2,10,0.02,1.1060019278419602e-26,25.95624411602373
RVSV ZEBOV (D7),"I (D26, moderate)",0,0,10,2021,10,2021,,0,0,3.1067142853207064e-27,26.50769868559738
RVSV ZEBOV (D7),"I (D26, severe)",0,0,10,3979,10,3979,,0,0,3.5977074844670086e-30,29.443974150341827
RVSV ZEBOV (D7),"I (D51, moderate)",0,0,10,51,10,51,,0,0,1.1089281217117563e-11,10.955096602954193
RVSV ZEBOV (D7),"I (D51, severe)",0,1,9,2299,10,2300,NFKB2,10,0.04,1.975727831142497e-24,23.704272882407338
RVSV ZEBOV (D7),I-BNT-I (D2),0,0,10,5,10,5,,0,0,3.330003330003333e-4,3.4775553321989805
RVSV ZEBOV (D7),I-BNT-I (D5),0,0,10,1,10,1,,0,0,0.09090909090909088,1.0413926851582251
RVSV ZEBOV (D7),I-I (D1),0,0,10,39,10,39,,0,0,1.2168673582561285e-10,9.914756758431315
RVSV ZEBOV (D7),I-I (D2),0,0,10,1,10,1,,0,0,0.09090909090909088,1.0413926851582251
RVSV ZEBOV (D7),I-I (D3),0,0,10,3,10,3,,0,0,0.0034965034965034982,2.4563660331290427
RVSV ZEBOV (D7),I-I (D5),0,0,10,14,10,14,,0,0,5.098773439061506e-7,6.292534285218526
RVSV ZEBOV (D7),"ZF2001 (V3, D07)",0,0,10,2434,10,2434,,0,0,4.861360396799572e-28,27.313242181324252
RVSV ZEBOV (D7),"ZF2001 (V3, D14)",0,0,10,262,10,262,,0,0,1.9354214612365977e-18,17.713224447514033
RVSV ZEBOV (D7),"ZF2001 (V3, D28)",0,0,10,38,10,38,,0,0,1.5288846296038503e-10,9.8156252854293
LVS F TULARENSIS (H18),RVSV ZEBOV (D7),0.011,1,9,78,10,79,LAMP3,10,1.27,1.7502395545527195e-11,10.756902505542122
LVS F TULARENSIS (H18),LVS F TULARENSIS (H192),0.951,77,2,2,79,79,"B2M, CARD10, CARD9, CCL18, CCL19, CCL20, CCL21, CCR4, CCR6, CCR7, CD83, FCGR3A, ICAM1, ICOS, IRAK1, IRAK1BP1, LAMP3, NOD1, PYCARD, TAP2, TICAM1, ADAM11, ADAMDEC1, CARD14, CARD8, CCL17, CCL22, CCR1, CCR2, CCR3, CCR5, CD1A, CD1B, CD1C, CD1D, CD209, CD44, CD58, CD68, CD74, CD80, CD81, CD86, CDC42, DCP1B, DCSTAMP, DCTN2, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR2B, HLA, DMA, DQB1, DRB1, HSP90B1, ICAM2, IRAK2, IRAK4, LILRB4, MYD88, NOD2, TAP1, TIRAP, TLR1, TLR10, TLR2, TLR3, TLR4, TLR5, TLR6, TLR7, TLR8, TLR9, TRAF6",97.47,97.47,1,-0
LVS F TULARENSIS (H18),LVS F TULARENSIS (H336),0.951,77,2,2,79,79,"B2M, CARD10, CARD9, CCL18, CCL19, CCL20, CCL21, CCR4, CCR6, CCR7, CD83, FCGR3A, ICAM1, ICOS, IRAK1, IRAK1BP1, LAMP3, NOD1, PYCARD, TAP2, TICAM1, ADAMDEC1, CARD14, CARD8, CCL17, CCL22, CCR1, CCR2, CCR3, CCR5, CD1A, CD1B, CD1C, CD1D, CD209, CD44, CD58, CD68, CD74, CD80, CD81, CD86, CDC42, DCP1B, DCSTAMP, DCTN2, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR2B, HLA, DMA, DMB, DQB1, DRB1, HSP90B1, ICAM2, IRAK2, IRAK4, LILRB4, MYD88, NOD2, TAP1, TIRAP, TLR1, TLR10, TLR2, TLR3, TLR4, TLR5, TLR6, TLR7, TLR8, TLR9, TRAF6",97.47,97.47,1,-0
LVS F TULARENSIS (H18),LVS F TULARENSIS (H48),0.951,77,2,2,79,79,"B2M, CARD10, CARD9, CCL18, CCL19, CCL20, CCL21, CCR4, CCR6, CCR7, CD83, FCGR3A, ICAM1, ICOS, IRAK1, IRAK1BP1, LAMP3, NOD1, PYCARD, TAP2, TICAM1, ADAMDEC1, CARD14, CARD8, CCL17, CCL22, CCR1, CCR2, CCR3, CCR5, CD1A, CD1B, CD1C, CD1D, CD209, CD44, CD58, CD68, CD74, CD80, CD81, CD86, CDC42, DCP1B, DCSTAMP, DCTN2, FAS, FCER1A, FCER1G, FCGR1A, FCGR2A, FCGR2B, HLA, DMA, DMB, DQB1, DRB1, HSP90B1, ICAM2, IRAK2, IRAK4, LILRB4, MYD88, NOD2, TAP1, TIRAP, TLR1, TLR10, TLR2, TLR3, TLR4, TLR5, TLR6, TLR7, TLR8, TLR9, TRAF6",97.47,97.47,1,-0
LVS F TULARENSIS (H18),CN54GP140 (D1),0.004,1,78,175,79,176,HLA,1.27,0.57,1.347334591547476e-65,64.87052453997244
LVS F TULARENSIS (H18),CN54GP140 (D3),0,0,79,76,79,76,,0,0,3.522128981070142e-46,45.45319474412645
LVS F TULARENSIS (H18),CN54GP140 (D7),0,0,79,51,79,51,,0,0,2.145801911997689e-37,36.66841037207046
LVS F TULARENSIS (H18),CN54GP140 (H6),0.017,3,76,98,79,101,"FCGR3A, CCR2, CD1C",3.8,2.97,4.012228210918687e-47,46.39661437277924
LVS F TULARENSIS (H18),HIV-1 GAG-POL NEF (D1),0.016,33,46,1985,79,2018,"CCR4, CCR6, CCR7, ICAM1, LAMP3, NOD1, PYCARD, TAP2, CCR1, CCR2, CD1C, CD44, CD68, CD86, FAS, FCER1A, FCER1G, FCGR2A, HLA, DMA, DMB, DRB1, LILRB4, MYD88, NOD2, TAP1, TLR1, TLR10, TLR2, TLR4, TLR6, TLR7, TLR8",41.77,1.64,5.697742351218333e-73,72.24429719321063
LVS F TULARENSIS (H18),HIV-1 GAG-POL NEF (D3),0.028,6,73,138,79,144,"FCGR3A, CCR1, TAP1, TLR1, TLR2, TLR6",7.59,4.17,3.1715748221623947e-51,50.498725038493554
LVS F TULARENSIS (H18),HPV-VLP (M2),0.022,15,64,595,79,610,"CCL18, CCL19, CCL20, CD83, ICAM1, LAMP3, PYCARD, TAP2, CCL17, CD1B, CD209, HLA, NOD2, TLR1, TLR2",18.99,2.46,1.389167648997074e-75,74.85724533911426
LVS F TULARENSIS (H18),INFLUENZA (D1),0,0,79,36,79,36,,0,0,1.1377140022220159e-30,29.943966896875107
LVS F TULARENSIS (H18),PANDEMRIX (D1),0.135,12,67,10,79,22,"CD86, HLA, DRB1, MYD88, NOD2, TAP1, TLR1, TLR2, TLR4, TLR6, TLR7, TLR8",15.19,54.55,1.2716689966216895e-7,6.89562591671263
LVS F TULARENSIS (H18),FLUARIX FLUVIRIN (D3),0.008,9,70,1048,79,1057,"ICOS, CCR2, CCR5, CD86, CDC42, FCER1G, ICAM2, TLR5, TLR8",11.39,0.85,5.1000484063244155e-102,101.29242570184327
LVS F TULARENSIS (H18),INFLUENZA (D3),0,0,79,43,79,43,,0,0,5.473250912623494e-34,33.26175464185018
LVS F TULARENSIS (H18),FLUARIX FLUVIRIN (D7),0.005,5,74,852,79,857,"CD83, ICAM1, HLA, HSP90B1, TRAF6",6.33,0.58,2.9152679088672796e-104,103.53532152804175
LVS F TULARENSIS (H18),INFLUENZA (D7),0,0,79,80,79,80,,0,0,2.1728472662933527e-47,46.662970800019664
LVS F TULARENSIS (H18),PANDEMRIX (D7),0,0,79,33,79,33,,0,0,3.934275570288897e-29,28.40513522386142
LVS F TULARENSIS (H18),INACTIVATED INFLUENZA (D0),0,0,79,5,79,5,,0,0,3.2391794562428345e-8,7.489564990644641
LVS F TULARENSIS (H18),FLUMIST (D3),0.01,13,66,1228,79,1241,"CARD9, PYCARD, CD44, CD86, CDC42, DCTN2, FCER1G, HLA, DMB, DRB1, MYD88, TLR7, TLR8",16.46,1.05,1.6148443431271456e-98,97.79186933350559
LVS F TULARENSIS (H18),FLUMIST (D7),0.005,13,66,2374,79,2387,"CD83, ICAM1, ICOS, CARD8, CCR2, CD1C, CD1D, CD58, CDC42, DCP1B, ICAM2, TLR5, TRAF6",16.46,0.54,6.614689867653901e-117,116.1794905130674
LVS F TULARENSIS (H18),MENACTRA (D3),0.025,3,76,43,79,46,"CARD9, CCL20, TLR4",3.8,6.52,8.30839488536268e-30,29.080482870290712
LVS F TULARENSIS (H18),MENACTRA (D7),0.011,1,78,13,79,14,HSP90B1,1.27,7.14,6.270195440508078e-15,14.20271892210208
LVS F TULARENSIS (H18),WETVAX (D2-4),0.023,4,75,97,79,101,"FCGR3A, ICAM1, FCGR1A, FCGR2B",5.06,3.96,1.775410983331556e-45,44.750701097745385
LVS F TULARENSIS (H18),WETVAX (D5-7),0.036,19,60,455,79,474,"CCR7, FCGR3A, ICAM1, TAP2, CCR1, CD1C, CD74, FAS, FCGR1A, FCGR2B, HLA, DQB1, DRB1, MYD88, RBMS1, TAP1, TLR1, TLR2, TLR8",24.05,4.01,5.13147065925561e-63,62.289758149962964
LVS F TULARENSIS (H18),WETVAX (D50-60),0.013,5,74,307,79,312,"CCR2, CD1C, ICAM2, TLR5, TLR8",6.33,1.6,5.2190056049552335e-74,73.28241223673338
LVS F TULARENSIS (H18),MVA85A (D2),0.051,7,72,59,79,66,"ICAM1, PYCARD, CD68, FCGR1A, TLR1, TLR6, TLR8",8.86,10.61,1.3967357068804762e-31,30.854885764180935
LVS F TULARENSIS (H18),ZOSTAVAX (D1),0,0,79,14,79,14,,0,0,6.742145634954952e-17,16.171201870656013
LVS F TULARENSIS (H18),ZOSTAVAX (D3),0,0,79,7,79,7,,0,0,1.8610880596744058e-10,9.7302330772046
LVS F TULARENSIS (H18),YF VAX (ANY),0,0,79,29,79,29,,0,0,5.9714265389691815e-27,26.22392190605746
LVS F TULARENSIS (H18),YF17D (D3),0.016,2,77,44,79,46,"LAMP3, TLR7",2.53,4.35,2.0264377769177144e-31,30.69326672701045
LVS F TULARENSIS (H18),YF VAX (D4-7),0.007,5,74,601,79,606,"FCGR3A, CCR5, CD74, CD86, TAP1",6.33,0.83,1.14178967031301e-93,92.94241389034173
LVS F TULARENSIS (H18),STAMARIL (D10),0.016,6,73,298,79,304,"TAP2, CCR1, FCER1A, HLA, TAP1, TLR7",7.59,1.97,1.8364198409400213e-71,70.73602802370158
LVS F TULARENSIS (H18),STAMARIL (D14),0.007,1,78,69,79,70,HSP90B1,1.27,1.43,4.1920541867542405e-42,41.37757311227045
LVS F TULARENSIS (H18),STAMARIL (D28),0.017,2,77,38,79,40,"FCER1G, MYD88",2.53,5,9.193252224851623e-29,28.036530824473896
LVS F TULARENSIS (H18),STAMARIL (D3),0.025,10,69,315,79,325,"TAP2, TICAM1, CCR1, CD68, CD86, FCER1G, HLA, MYD88, TAP1, TLR7",12.66,3.08,1.129764552217599e-66,65.947012055921
LVS F TULARENSIS (H18),STAMARIL (D60),0.032,5,74,79,79,84,"CD74, CD86, NOD2, TAP1, TLR7",6.33,5.95,2.6664369789299647e-39,38.57406867638253
LVS F TULARENSIS (H18),STAMARIL (D7),0.024,13,66,471,79,484,"LAMP3, TAP2, TICAM1, CCR1, CD68, CD74, CD86, FCER1G, HLA, MYD88, NOD2, TAP1, TLR7",16.46,2.69,1.1447729210693754e-72,71.9412806521075
LVS F TULARENSIS (H18),"BBIBP (V3, D14)",0,0,79,44,79,44,,0,0,1.9579108955726774e-34,33.70820707680338
LVS F TULARENSIS (H18),"BBIBP (V3, D28)",0,0,79,16,79,16,,0,0,1.811998826863584e-18,17.741842087832957
LVS F TULARENSIS (H18),"BNT (V1, D6)",0,0,79,3,79,3,,0,0,1.1291779584462502e-5,4.947237607870667
LVS F TULARENSIS (H18),"BNT (V2, D1)",0.011,7,72,532,79,539,"CARD10, LAMP3, TAP2, FAS, FCGR1A, TAP1, TLR7",8.86,1.3,3.5184919632238094e-86,85.45364343663077
LVS F TULARENSIS (H18),"BNT (V3, D1)",0.014,8,71,509,79,517,"ICAM1, LAMP3, TAP2, ADAMDEC1, FAS, FCGR1A, TAP1, TLR7",10.13,1.55,4.3036162150564696e-83,82.36616646483117
LVS F TULARENSIS (H18),BNT-I (D1),0.004,5,74,1096,79,1101,"CCR6, CD83, ICAM1, CCR5, TLR3",6.33,0.45,5.122357322483383e-112,111.29053012954387
LVS F TULARENSIS (H18),"BNT-I (D10, mild)",0.006,27,52,4421,79,4448,"B2M, CCR4, CCR6, CCR7, ICOS, IRAK1BP1, LAMP3, PYCARD, ADAMDEC1, CCR3, CD1C, CD58, CD81, DCP1B, DCTN2, FAS, FCER1A, FCER1G, FCGR1A, MYD88, NOD2, RBMS1, TAP1, TLR10, TLR2, TLR3, TLR5",34.18,0.61,1.191426726296472e-101,100.92393266195675
LVS F TULARENSIS (H18),"BNT-I (D10, severe)",0.006,29,50,4606,79,4635,"B2M, CCL20, CCR4, CCR6, CCR7, FCGR3A, ICOS, IRAK1BP1, LAMP3, PYCARD, CD1C, CD58, DCP1B, DCTN2, FAS, FCER1A, FCER1G, FCGR1A, FCGR2B, HSP90B1, MYD88, NOD2, RBMS1, TAP1, TLR10, TLR2, TLR3, TLR4, TLR5",36.71,0.63,3.8333405136964607e-98,97.41642260087322
LVS F TULARENSIS (H18),"BNT-I (D26, mild)",0.006,15,64,2578,79,2593,"CCR6, CCR7, IRAK1BP1, CD1C, CD58, CDC42, DCP1B, DCTN2, FCER1G, ICAM2, MYD88, TLR10, TLR2, TLR3, TLR5",18.99,0.58,1.0145108553618612e-114,113.99374330161385
LVS F TULARENSIS (H18),"BNT-I (D26, severe)",0.004,3,76,590,79,593,"CCR7, IRAK1BP1, TLR2",3.8,0.51,2.3176545764122635e-97,96.63495129086452
LVS F TULARENSIS (H18),BNT-I (D3),0.008,6,73,658,79,664,"ICAM1, CD44, FCGR1A, FCGR2A, TLR2, TLR5",7.59,0.9,2.3508464361521435e-94,93.62877573927572
LVS F TULARENSIS (H18),BNT-I (D4),0,0,79,150,79,150,,0,0,1.5152222219777063e-63,62.819523669009016
LVS F TULARENSIS (H18),"BNT-I-BNT (D51, mild)",0.007,3,76,360,79,363,"CCR7, DCP1B, TLR2",3.8,0.83,2.2018408468740486e-82,81.65721407583763
LVS F TULARENSIS (H18),"BNT-I-BNT (D51, severe)",0,0,79,113,79,113,,0,0,5.62277098940725e-56,55.25004960456851
LVS F TULARENSIS (H18),"BNT-MO (V3, D1)",0.008,8,71,935,79,943,"ICAM1, LAMP3, TAP2, CCR1, FAS, FCGR1A, NOD2, TAP1",10.13,0.85,1.0169623326791441e-100,99.99269513263532
LVS F TULARENSIS (H18),"ChAd (V1, D3)",0.01,7,72,651,79,658,"LAMP3, PYCARD, CCR3, FCER1G, FCGR1A, LILRB4, TLR7",8.86,1.06,4.6006261933865895e-92,91.33718305226978
LVS F TULARENSIS (H18),"ChAd (V1, D6)",0,0,79,165,79,165,,0,0,3.4494753775718266e-66,65.46224695070951
LVS F TULARENSIS (H18),"ChAd (V1, D7)",0,0,79,268,79,268,,0,0,2.822488994051536e-80,79.54936774287758
LVS F TULARENSIS (H18),"ChAd (V2, D1)",0.009,7,72,726,79,733,"LAMP3, TAP2, CCR1, CD209, FCGR1A, TAP1, TLR7",8.86,0.95,2.841829872427035e-95,94.54640192488769
LVS F TULARENSIS (H18),"ChAd (V2, D3)",0,0,79,201,79,201,,0,0,8.455326568885659e-72,71.07286961404778
LVS F TULARENSIS (H18),"ChAd (V2, D7)",0,0,79,9,79,9,,0,0,1.7502395545527368e-12,11.756902505542119
LVS F TULARENSIS (H18),"ChAd-BNT (V2, D3)",0.008,8,71,900,79,908,"CCL18, CCL19, CCL20, LAMP3, ADAMDEC1, FCGR1A, TAP1, TLR7",10.13,0.88,1.3501284164889471e-99,98.8696249219345
LVS F TULARENSIS (H18),"ChAd-BNT (V2, D7)",0.007,6,73,770,79,776,"CCL20, CD83, ICAM1, CCL17, CCR1, FCGR1A",7.59,0.77,4.659615946480946e-99,98.33164987712921
LVS F TULARENSIS (H18),"ChAd-BNT (V3, D1)",0.01,11,68,1021,79,1032,"CD83, ICAM1, LAMP3, TAP2, CD209, FAS, FCGR1A, FCGR2B, LILRB4, TAP1, TLR7",13.92,1.07,2.845420075696466e-97,96.54585360867505
LVS F TULARENSIS (H18),"I (D10, moderate)",0.007,23,56,3116,79,3139,"CCR4, CCR6, CCR7, ICAM1, IRAK1BP1, LAMP3, ADAMDEC1, CCR3, CD1C, CD58, CD81, FCER1A, FCER1G, FCGR1A, HSP90B1, IRAK2, LILRB4, NOD2, TAP1, TLR10, TLR2, TLR4, TLR5",29.11,0.73,3.1573958593187416e-102,101.50067096491169
LVS F TULARENSIS (H18),"I (D10, severe)",0.007,28,51,4068,79,4096,"CARD9, CCL20, CCR4, CCR6, CCR7, ICOS, IRAK1BP1, CCR1, CCR2, CCR3, CD1C, CD209, CD58, CD74, CD81, CD86, CDC42, DCP1B, FCER1A, FCER1G, ICAM2, MYD88, RBMS1, TLR10, TLR2, TLR3, TLR5, TLR7",35.44,0.68,1.2506355703700343e-97,96.90286922334786
LVS F TULARENSIS (H18),"I (D26, moderate)",0.003,7,72,2014,79,2021,"CCR6, CCR7, IRAK1BP1, FCER1A, FCER1G, TLR2, TLR5",8.86,0.35,4.901553601427603e-126,125.3096662437295
LVS F TULARENSIS (H18),"I (D26, severe)",0.006,23,56,3956,79,3979,"CARD9, CCL20, CCR4, CCR7, ICAM1, CCR3, CD1C, CD209, CD68, CD74, CD81, FAS, FCER1A, FCER1G, FCGR1A, ICAM2, IRAK2, RBMS1, TLR10, TLR2, TLR3, TLR5, TLR7",29.11,0.58,6.003760843083977e-108,107.22157661599532
